 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    5.0    0.0    1.0    0.0    25.0    35.1    1.0    116.0    144.6    2.0    237.0    3.0    328.0    4.0    237.0    3.0    25.0    116.0    328.0    4.0    35.1    144.6    91.0  
 1.0    7.0    5.0    1.0    1.0    0.0    211.0    223.1    3.0    304.0    331.7    4.0    61.0    1.0    140.0    2.0    211.0    3.0    304.0    61.0    223.1    3.0    331.7    140.0    12.1  
 3.0    7.0    5.0    0.0    1.0    1.0    321.0    332.0    4.0    28.0    56.2    1.0    151.0    2.0    226.0    3.0    151.0    2.0    321.0    28.0    226.0    3.0    332.0    56.2    75.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    53.0    35.8    1.0    147.0    126.8    2.0    313.0    4.0    206.0    3.0    53.0    1.0    147.0    313.0    35.8    1.0    126.8    206.0    17.2  
 3.0    7.0    12.0    0.0    2.0    1.0    310.0    294.6    4.0    68.0    39.5    1.0    136.0    2.0    248.0    3.0    136.0    2.0    310.0    68.0    248.0    3.0    294.6    39.5    112.0  
 1.0    7.0    5.0    1.0    1.0    0.0    25.0    37.5    1.0    316.0    337.6    4.0    133.0    2.0    233.0    3.0    25.0    1.0    316.0    133.0    37.5    1.0    337.6    233.0    12.5  
 1.0    7.0    12.0    1.0    2.0    1.0    35.0    46.8    1.0    294.0    315.5    4.0    229.0    3.0    144.0    2.0    35.0    1.0    294.0    229.0    46.8    1.0    315.5    144.0    11.8  
 1.0    7.0    5.0    1.0    1.0    1.0    218.0    234.5    3.0    22.0    45.7    1.0    125.0    2.0    324.0    4.0    218.0    3.0    22.0    125.0    234.5    3.0    45.7    324.0    16.5  
 3.0    7.0    5.0    0.0    1.0    1.0    216.0    202.7    3.0    325.0    304.4    4.0    111.0    2.0    40.0    1.0    111.0    2.0    216.0    325.0    40.0    1.0    202.7    304.4    71.0  
 1.0    7.0    5.0    1.0    1.0    1.0    300.0    311.2    4.0    220.0    244.8    3.0    136.0    2.0    49.0    1.0    300.0    4.0    220.0    136.0    311.2    4.0    244.8    49.0    11.2  
 3.0    7.0    5.0    0.0    1.0    1.0    145.0    131.2    2.0    229.0    208.6    3.0    58.0    1.0    298.0    4.0    58.0    1.0    145.0    229.0    298.0    4.0    131.2    208.6    120.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    158.0    143.5    2.0    67.0    41.4    1.0    299.0    4.0    219.0    3.0    158.0    2.0    67.0    299.0    143.5    2.0    41.4    219.0    14.5  
 1.0    7.0    12.0    1.0    2.0    1.0    312.0    327.6    4.0    35.0    56.7    1.0    208.0    3.0    149.0    2.0    312.0    4.0    35.0    208.0    327.6    4.0    56.7    149.0    15.6  
 1.0    7.0    5.0    1.0    1.0    1.0    304.0    323.1    4.0    38.0    58.4    1.0    112.0    2.0    242.0    3.0    304.0    4.0    38.0    112.0    323.1    4.0    58.4    242.0    19.1  
 3.0    7.0    12.0    0.0    2.0    0.0    122.0    137.4    2.0    39.0    59.8    1.0    317.0    4.0    249.0    3.0    317.0    4.0    122.0    39.0    249.0    3.0    137.4    59.8    68.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    212.0    201.3    3.0    58.0    36.4    1.0    132.0    2.0    322.0    4.0    212.0    3.0    58.0    132.0    201.3    3.0    36.4    322.0    10.7  
 3.0    7.0    5.0    0.0    1.0    1.0    125.0    144.4    2.0    206.0    234.6    3.0    61.0    1.0    338.0    4.0    61.0    1.0    125.0    206.0    338.0    4.0    144.4    234.6    83.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    322.0    305.8    4.0    143.0    122.3    2.0    51.0    1.0    229.0    3.0    322.0    4.0    143.0    51.0    305.8    4.0    122.3    229.0    16.2  
 1.0    7.0    12.0    1.0    2.0    0.0    307.0    318.4    4.0    209.0    237.1    3.0    55.0    1.0    136.0    2.0    307.0    4.0    209.0    55.0    318.4    4.0    237.1    136.0    11.4  
 3.0    7.0    5.0    0.0    1.0    1.0    132.0    118.6    2.0    320.0    299.1    4.0    33.0    1.0    232.0    3.0    33.0    1.0    132.0    320.0    232.0    3.0    118.6    299.1    161.0  
 1.0    7.0    12.0    1.0    2.0    1.0    316.0    330.3    4.0    49.0    69.6    1.0    213.0    3.0    132.0    2.0    316.0    4.0    49.0    213.0    330.3    4.0    69.6    132.0    14.3  
 1.0    7.0    5.0    -1.0    1.0    0.0    46.0    30.1    1.0    239.0    214.4    3.0    333.0    4.0    121.0    2.0    46.0    1.0    239.0    333.0    30.1    1.0    214.4    121.0    15.9  
 3.0    7.0    12.0    0.0    2.0    0.0    317.0    329.3    4.0    126.0    150.8    2.0    64.0    1.0    212.0    3.0    64.0    1.0    317.0    126.0    212.0    3.0    329.3    150.8    148.0  
