 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 1.0    7.0    5.0    1.0    1.0    1.0    26.0    44.8    1.0    317.0    337.8    4.0    226.0    3.0    121.0    2.0    26.0    1.0    317.0    226.0    44.8    1.0    337.8    121.0    18.8  
 3.0    7.0    5.0    0.0    1.0    1.0    294.0    310.0    4.0    225.0    245.5    3.0    61.0    1.0    155.0    2.0    61.0    1.0    294.0    225.0    155.0    2.0    310.0    245.5    94.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    228.0    215.6    3.0    145.0    121.9    2.0    28.0    1.0    293.0    4.0    228.0    3.0    145.0    28.0    215.6    3.0    121.9    293.0    12.4  
 1.0    7.0    5.0    1.0    1.0    1.0    219.0    229.3    3.0    38.0    66.4    1.0    290.0    4.0    159.0    2.0    219.0    3.0    38.0    290.0    229.3    3.0    66.4    159.0    10.3  
 3.0    7.0    12.0    0.0    2.0    0.0    320.0    300.1    4.0    229.0    207.6    3.0    149.0    2.0    26.0    1.0    149.0    2.0    320.0    229.0    26.0    1.0    300.1    207.6    123.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    156.0    136.4    2.0    338.0    308.1    4.0    224.0    3.0    50.0    1.0    156.0    2.0    338.0    224.0    136.4    2.0    308.1    50.0    19.6  
 1.0    7.0    12.0    -1.0    2.0    1.0    242.0    223.8    3.0    332.0    305.7    4.0    63.0    1.0    142.0    2.0    242.0    3.0    332.0    63.0    223.8    3.0    305.7    142.0    18.2  
 1.0    7.0    5.0    1.0    1.0    0.0    136.0    149.3    2.0    222.0    245.8    3.0    321.0    4.0    26.0    1.0    136.0    2.0    222.0    321.0    149.3    2.0    245.8    26.0    13.3  
 1.0    7.0    5.0    -1.0    1.0    0.0    131.0    118.6    2.0    59.0    31.5    1.0    299.0    4.0    223.0    3.0    131.0    2.0    59.0    299.0    118.6    2.0    31.5    223.0    12.4  
 3.0    7.0    5.0    0.0    1.0    0.0    322.0    311.0    4.0    53.0    30.9    1.0    142.0    2.0    234.0    3.0    142.0    2.0    322.0    53.0    234.0    3.0    311.0    30.9    92.0  
 3.0    7.0    12.0    0.0    2.0    1.0    246.0    231.6    3.0    56.0    27.5    1.0    116.0    2.0    337.0    4.0    116.0    2.0    246.0    56.0    337.0    4.0    231.6    27.5    139.0  
 1.0    7.0    5.0    1.0    1.0    0.0    303.0    317.0    4.0    49.0    69.8    1.0    215.0    3.0    115.0    2.0    303.0    4.0    49.0    215.0    317.0    4.0    69.8    115.0    14.0  
 1.0    7.0    12.0    1.0    2.0    1.0    128.0    142.6    2.0    37.0    59.3    1.0    311.0    4.0    242.0    3.0    128.0    2.0    37.0    311.0    142.6    2.0    59.3    242.0    14.6  
 3.0    7.0    12.0    0.0    2.0    1.0    333.0    321.5    4.0    144.0    119.2    2.0    48.0    1.0    241.0    3.0    48.0    1.0    333.0    144.0    241.0    3.0    321.5    119.2    167.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    304.0    290.7    4.0    152.0    130.7    2.0    53.0    1.0    244.0    3.0    304.0    4.0    152.0    53.0    290.7    4.0    130.7    244.0    13.3  
 3.0    7.0    5.0    0.0    1.0    0.0    116.0    130.1    2.0    311.0    339.6    4.0    227.0    3.0    24.0    1.0    227.0    3.0    116.0    311.0    24.0    1.0    130.1    339.6    157.0  
 1.0    7.0    5.0    1.0    1.0    0.0    30.0    49.3    1.0    221.0    249.8    3.0    335.0    4.0    148.0    2.0    30.0    1.0    221.0    335.0    49.3    1.0    249.8    148.0    19.3  
 1.0    7.0    5.0    1.0    1.0    1.0    49.0    60.5    1.0    112.0    133.0    2.0    238.0    3.0    307.0    4.0    49.0    1.0    112.0    238.0    60.5    1.0    133.0    307.0    11.5  
 3.0    7.0    12.0    0.0    2.0    0.0    44.0    59.4    1.0    122.0    143.8    2.0    300.0    4.0    237.0    3.0    300.0    4.0    44.0    122.0    237.0    3.0    59.4    143.8    63.0  
 3.0    7.0    12.0    0.0    2.0    1.0    311.0    292.0    4.0    157.0    128.1    2.0    233.0    3.0    23.0    1.0    233.0    3.0    311.0    157.0    23.0    1.0    292.0    128.1    150.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    151.0    131.2    2.0    337.0    316.7    4.0    29.0    1.0    238.0    3.0    151.0    2.0    337.0    29.0    131.2    2.0    316.7    238.0    19.8  
 1.0    7.0    12.0    1.0    2.0    0.0    318.0    329.5    4.0    27.0    52.3    1.0    237.0    3.0    111.0    2.0    318.0    4.0    27.0    237.0    329.5    4.0    52.3    111.0    11.5  
 3.0    7.0    5.0    0.0    1.0    1.0    49.0    36.3    1.0    245.0    220.9    3.0    157.0    2.0    334.0    4.0    157.0    2.0    49.0    245.0    334.0    4.0    36.3    220.9    177.0  
