 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    5.0    0.0    1.0    0.0    58.0    40.6    1.0    324.0    295.8    4.0    157.0    2.0    223.0    3.0    157.0    2.0    58.0    324.0    223.0    3.0    40.6    295.8    66.0  
 1.0    7.0    12.0    1.0    2.0    1.0    291.0    308.5    4.0    117.0    138.1    2.0    27.0    1.0    242.0    3.0    291.0    4.0    117.0    27.0    308.5    4.0    138.1    242.0    17.5  
 3.0    7.0    5.0    0.0    1.0    1.0    41.0    58.0    1.0    209.0    230.3    3.0    322.0    4.0    129.0    2.0    322.0    4.0    41.0    209.0    129.0    2.0    58.0    230.3    167.0  
 1.0    7.0    5.0    1.0    1.0    0.0    120.0    137.3    2.0    311.0    332.8    4.0    58.0    1.0    226.0    3.0    120.0    2.0    311.0    58.0    137.3    2.0    332.8    226.0    17.3  
 1.0    7.0    5.0    1.0    1.0    0.0    202.0    216.9    3.0    33.0    61.4    1.0    156.0    2.0    332.0    4.0    202.0    3.0    33.0    156.0    216.9    3.0    61.4    332.0    14.9  
 1.0    7.0    5.0    -1.0    1.0    0.0    155.0    142.9    2.0    238.0    212.1    3.0    301.0    4.0    37.0    1.0    155.0    2.0    238.0    301.0    142.9    2.0    212.1    37.0    12.1  
 3.0    7.0    5.0    0.0    1.0    0.0    65.0    45.9    1.0    248.0    218.4    3.0    132.0    2.0    330.0    4.0    132.0    2.0    65.0    248.0    330.0    4.0    45.9    218.4    162.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    129.0    110.1    2.0    238.0    216.5    3.0    319.0    4.0    30.0    1.0    129.0    2.0    238.0    319.0    110.1    2.0    216.5    30.0    18.9  
 3.0    7.0    12.0    0.0    2.0    1.0    154.0    136.3    2.0    312.0    291.2    4.0    204.0    3.0    57.0    1.0    204.0    3.0    154.0    312.0    57.0    1.0    136.3    291.2    147.0  
 3.0    7.0    12.0    0.0    2.0    0.0    313.0    326.1    4.0    220.0    249.2    3.0    150.0    2.0    26.0    1.0    150.0    2.0    313.0    220.0    26.0    1.0    326.1    249.2    124.0  
 1.0    7.0    12.0    1.0    2.0    1.0    296.0    310.0    4.0    200.0    223.1    3.0    54.0    1.0    145.0    2.0    296.0    4.0    200.0    54.0    310.0    4.0    223.1    145.0    14.0  
 1.0    7.0    12.0    1.0    2.0    1.0    229.0    245.5    3.0    28.0    54.7    1.0    313.0    4.0    129.0    2.0    229.0    3.0    28.0    313.0    245.5    3.0    54.7    129.0    16.5  
 1.0    7.0    12.0    -1.0    2.0    0.0    322.0    307.0    4.0    249.0    227.9    3.0    143.0    2.0    25.0    1.0    322.0    4.0    249.0    143.0    307.0    4.0    227.9    25.0    15.0  
 3.0    7.0    12.0    0.0    2.0    1.0    309.0    296.6    4.0    57.0    28.8    1.0    205.0    3.0    146.0    2.0    205.0    3.0    309.0    57.0    146.0    2.0    296.6    28.8    59.0  
 1.0    7.0    5.0    1.0    1.0    1.0    25.0    43.7    1.0    224.0    246.2    3.0    319.0    4.0    126.0    2.0    25.0    1.0    224.0    319.0    43.7    1.0    246.2    126.0    18.7  
 3.0    7.0    12.0    0.0    2.0    0.0    62.0    42.8    1.0    244.0    218.3    3.0    111.0    2.0    320.0    4.0    111.0    2.0    62.0    244.0    320.0    4.0    42.8    218.3    151.0  
 3.0    7.0    5.0    0.0    1.0    0.0    44.0    63.4    1.0    298.0    323.9    4.0    211.0    3.0    124.0    2.0    211.0    3.0    44.0    298.0    124.0    2.0    63.4    323.9    87.0  
 3.0    7.0    12.0    0.0    2.0    0.0    306.0    319.2    4.0    211.0    234.4    3.0    157.0    2.0    44.0    1.0    157.0    2.0    306.0    211.0    44.0    1.0    319.2    234.4    113.0  
 3.0    7.0    5.0    0.0    1.0    0.0    140.0    157.1    2.0    222.0    249.7    3.0    308.0    4.0    60.0    1.0    308.0    4.0    140.0    222.0    60.0    1.0    157.1    249.7    112.0  
 1.0    7.0    5.0    1.0    1.0    0.0    299.0    312.3    4.0    27.0    47.9    1.0    205.0    3.0    129.0    2.0    299.0    4.0    27.0    205.0    312.3    4.0    47.9    129.0    13.3  
 1.0    7.0    5.0    -1.0    1.0    1.0    247.0    228.4    3.0    148.0    118.1    2.0    51.0    1.0    300.0    4.0    247.0    3.0    148.0    51.0    228.4    3.0    118.1    300.0    18.6  
 1.0    7.0    12.0    -1.0    2.0    1.0    67.0    51.2    1.0    244.0    217.8    3.0    324.0    4.0    135.0    2.0    67.0    1.0    244.0    324.0    51.2    1.0    217.8    135.0    15.8  
 3.0    7.0    12.0    0.0    2.0    0.0    216.0    233.1    3.0    129.0    157.7    2.0    292.0    4.0    51.0    1.0    292.0    4.0    216.0    129.0    51.0    1.0    233.1    157.7    119.0  
