 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    5.0    0.0    1.0    1.0    144.0    126.6    2.0    315.0    292.5    4.0    28.0    1.0    233.0    3.0    28.0    1.0    144.0    315.0    233.0    3.0    126.6    292.5    155.0  
 3.0    7.0    12.0    0.0    2.0    0.0    231.0    212.1    3.0    147.0    118.5    2.0    58.0    1.0    303.0    4.0    58.0    1.0    231.0    147.0    303.0    4.0    212.1    118.5    115.0  
 3.0    7.0    5.0    0.0    1.0    0.0    230.0    242.6    3.0    126.0    154.5    2.0    313.0    4.0    65.0    1.0    313.0    4.0    230.0    126.0    65.0    1.0    242.6    154.5    112.0  
 3.0    7.0    12.0    0.0    2.0    1.0    44.0    57.9    1.0    116.0    142.5    2.0    300.0    4.0    219.0    3.0    300.0    4.0    44.0    116.0    219.0    3.0    57.9    142.5    81.0  
 3.0    7.0    5.0    0.0    1.0    1.0    302.0    316.0    4.0    112.0    141.0    2.0    237.0    3.0    51.0    1.0    237.0    3.0    302.0    112.0    51.0    1.0    316.0    141.0    174.0  
 1.0    7.0    12.0    1.0    2.0    0.0    221.0    237.5    3.0    309.0    331.2    4.0    64.0    1.0    116.0    2.0    221.0    3.0    309.0    64.0    237.5    3.0    331.2    116.0    16.5  
 1.0    7.0    5.0    -1.0    1.0    1.0    136.0    125.3    2.0    236.0    206.8    3.0    61.0    1.0    337.0    4.0    136.0    2.0    236.0    61.0    125.3    2.0    206.8    337.0    10.7  
 3.0    7.0    12.0    0.0    2.0    0.0    215.0    228.8    3.0    115.0    140.7    2.0    301.0    4.0    51.0    1.0    301.0    4.0    215.0    115.0    51.0    1.0    228.8    140.7    110.0  
 1.0    7.0    5.0    1.0    1.0    0.0    136.0    146.1    2.0    292.0    313.2    4.0    45.0    1.0    229.0    3.0    136.0    2.0    292.0    45.0    146.1    2.0    313.2    229.0    10.1  
 1.0    7.0    5.0    -1.0    1.0    1.0    130.0    114.3    2.0    333.0    304.3    4.0    231.0    3.0    64.0    1.0    130.0    2.0    333.0    231.0    114.3    2.0    304.3    64.0    15.7  
 3.0    7.0    12.0    0.0    2.0    0.0    28.0    39.6    1.0    314.0    338.3    4.0    219.0    3.0    113.0    2.0    219.0    3.0    28.0    314.0    113.0    2.0    39.6    338.3    106.0  
 3.0    7.0    12.0    0.0    2.0    1.0    234.0    218.4    3.0    67.0    42.2    1.0    155.0    2.0    299.0    4.0    155.0    2.0    234.0    67.0    299.0    4.0    218.4    42.2    144.0  
 3.0    7.0    5.0    0.0    1.0    0.0    223.0    209.0    3.0    334.0    312.3    4.0    135.0    2.0    44.0    1.0    135.0    2.0    223.0    334.0    44.0    1.0    209.0    312.3    91.0  
 3.0    7.0    5.0    0.0    1.0    1.0    242.0    222.1    3.0    138.0    116.1    2.0    306.0    4.0    32.0    1.0    306.0    4.0    242.0    138.0    32.0    1.0    222.1    116.1    86.0  
 3.0    7.0    12.0    0.0    2.0    0.0    126.0    113.3    2.0    57.0    34.3    1.0    301.0    4.0    220.0    3.0    301.0    4.0    126.0    57.0    220.0    3.0    113.3    34.3    81.0  
 1.0    7.0    5.0    1.0    1.0    0.0    32.0    48.5    1.0    124.0    150.4    2.0    216.0    3.0    312.0    4.0    32.0    1.0    124.0    216.0    48.5    1.0    150.4    312.0    16.5  
 3.0    7.0    5.0    0.0    1.0    0.0    224.0    238.8    3.0    295.0    317.8    4.0    38.0    1.0    159.0    2.0    38.0    1.0    224.0    295.0    159.0    2.0    238.8    317.8    121.0  
 3.0    7.0    5.0    0.0    1.0    1.0    137.0    120.5    2.0    322.0    298.8    4.0    204.0    3.0    62.0    1.0    204.0    3.0    137.0    322.0    62.0    1.0    120.5    298.8    142.0  
 1.0    7.0    12.0    1.0    2.0    0.0    310.0    320.5    4.0    220.0    240.7    3.0    149.0    2.0    29.0    1.0    310.0    4.0    220.0    149.0    320.5    4.0    240.7    29.0    10.5  
 1.0    7.0    5.0    -1.0    1.0    0.0    339.0    321.6    4.0    153.0    125.4    2.0    239.0    3.0    30.0    1.0    339.0    4.0    153.0    239.0    321.6    4.0    125.4    30.0    17.4  
 3.0    7.0    5.0    0.0    1.0    0.0    43.0    56.0    1.0    116.0    145.4    2.0    304.0    4.0    235.0    3.0    304.0    4.0    43.0    116.0    235.0    3.0    56.0    145.4    69.0  
 1.0    7.0    5.0    1.0    1.0    1.0    302.0    319.7    4.0    130.0    154.8    2.0    63.0    1.0    221.0    3.0    302.0    4.0    130.0    63.0    319.7    4.0    154.8    221.0    17.7  
 3.0    7.0    5.0    0.0    1.0    0.0    58.0    69.1    1.0    301.0    324.9    4.0    121.0    2.0    228.0    3.0    121.0    2.0    58.0    301.0    228.0    3.0    69.1    324.9    107.0  
