 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    5.0    0.0    1.0    1.0    203.0    214.9    3.0    24.0    49.9    1.0    155.0    2.0    318.0    4.0    155.0    2.0    203.0    24.0    318.0    4.0    214.9    49.9    163.0  
 3.0    7.0    12.0    0.0    2.0    0.0    228.0    247.1    3.0    293.0    313.2    4.0    46.0    1.0    127.0    2.0    46.0    1.0    228.0    293.0    127.0    2.0    247.1    313.2    81.0  
 3.0    7.0    5.0    0.0    1.0    0.0    40.0    29.9    1.0    149.0    120.6    2.0    310.0    4.0    243.0    3.0    310.0    4.0    40.0    149.0    243.0    3.0    29.9    120.6    67.0  
 1.0    7.0    5.0    1.0    1.0    1.0    128.0    145.8    2.0    295.0    316.5    4.0    246.0    3.0    40.0    1.0    128.0    2.0    295.0    246.0    145.8    2.0    316.5    40.0    17.8  
 1.0    7.0    12.0    1.0    2.0    0.0    295.0    310.9    4.0    213.0    238.4    3.0    56.0    1.0    150.0    2.0    295.0    4.0    213.0    56.0    310.9    4.0    238.4    150.0    15.9  
 3.0    7.0    5.0    0.0    1.0    1.0    308.0    321.4    4.0    22.0    48.3    1.0    202.0    3.0    120.0    2.0    202.0    3.0    308.0    22.0    120.0    2.0    321.4    48.3    82.0  
 3.0    7.0    12.0    0.0    2.0    0.0    41.0    52.3    1.0    119.0    143.7    2.0    324.0    4.0    236.0    3.0    324.0    4.0    41.0    119.0    236.0    3.0    52.3    143.7    88.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    125.0    113.9    2.0    231.0    207.3    3.0    325.0    4.0    53.0    1.0    125.0    2.0    231.0    325.0    113.9    2.0    207.3    53.0    11.1  
 1.0    7.0    12.0    1.0    2.0    0.0    29.0    43.4    1.0    113.0    139.5    2.0    298.0    4.0    233.0    3.0    29.0    1.0    113.0    298.0    43.4    1.0    139.5    233.0    14.4  
 3.0    7.0    12.0    0.0    2.0    0.0    208.0    225.5    3.0    126.0    154.2    2.0    37.0    1.0    310.0    4.0    37.0    1.0    208.0    126.0    310.0    4.0    225.5    154.2    87.0  
 3.0    7.0    5.0    0.0    1.0    1.0    322.0    302.9    4.0    56.0    29.7    1.0    111.0    2.0    241.0    3.0    111.0    2.0    322.0    56.0    241.0    3.0    302.9    29.7    130.0  
 1.0    7.0    5.0    1.0    1.0    1.0    52.0    67.2    1.0    130.0    157.1    2.0    298.0    4.0    210.0    3.0    52.0    1.0    130.0    298.0    67.2    1.0    157.1    210.0    15.2  
 1.0    7.0    5.0    -1.0    1.0    0.0    44.0    29.8    1.0    155.0    125.5    2.0    249.0    3.0    322.0    4.0    44.0    1.0    155.0    249.0    29.8    1.0    125.5    322.0    14.2  
 1.0    7.0    12.0    1.0    2.0    0.0    117.0    127.2    2.0    291.0    318.5    4.0    63.0    1.0    241.0    3.0    117.0    2.0    291.0    63.0    127.2    2.0    318.5    241.0    10.2  
 3.0    7.0    12.0    0.0    2.0    1.0    48.0    66.8    1.0    130.0    155.0    2.0    339.0    4.0    203.0    3.0    339.0    4.0    48.0    130.0    203.0    3.0    66.8    155.0    136.0  
 3.0    7.0    12.0    0.0    2.0    0.0    119.0    131.1    2.0    20.0    47.8    1.0    300.0    4.0    226.0    3.0    300.0    4.0    119.0    20.0    226.0    3.0    131.1    47.8    74.0  
 3.0    7.0    12.0    0.0    2.0    0.0    135.0    123.5    2.0    55.0    31.9    1.0    329.0    4.0    214.0    3.0    329.0    4.0    135.0    55.0    214.0    3.0    123.5    31.9    115.0  
 1.0    7.0    12.0    1.0    2.0    1.0    137.0    153.8    2.0    305.0    333.4    4.0    237.0    3.0    69.0    1.0    137.0    2.0    305.0    237.0    153.8    2.0    333.4    69.0    16.8  
 3.0    7.0    5.0    0.0    1.0    1.0    319.0    332.9    4.0    210.0    237.4    3.0    152.0    2.0    37.0    1.0    152.0    2.0    319.0    210.0    37.0    1.0    332.9    237.4    115.0  
 3.0    7.0    12.0    0.0    2.0    0.0    54.0    40.1    1.0    231.0    208.7    3.0    313.0    4.0    126.0    2.0    313.0    4.0    54.0    231.0    126.0    2.0    40.1    208.7    173.0  
 1.0    7.0    12.0    1.0    2.0    1.0    213.0    225.6    3.0    29.0    49.0    1.0    157.0    2.0    316.0    4.0    213.0    3.0    29.0    157.0    225.6    3.0    49.0    316.0    12.6  
 1.0    7.0    5.0    -1.0    1.0    0.0    325.0    308.5    4.0    150.0    123.6    2.0    206.0    3.0    21.0    1.0    325.0    4.0    150.0    206.0    308.5    4.0    123.6    21.0    16.5  
 3.0    7.0    12.0    0.0    2.0    0.0    221.0    205.8    3.0    50.0    22.4    1.0    129.0    2.0    305.0    4.0    129.0    2.0    221.0    50.0    305.0    4.0    205.8    22.4    176.0  
