 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    5.0    0.0    1.0    1.0    30.0    41.5    1.0    118.0    141.9    2.0    233.0    3.0    317.0    4.0    233.0    3.0    30.0    118.0    317.0    4.0    41.5    141.9    84.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    333.0    315.4    4.0    226.0    200.8    3.0    51.0    1.0    128.0    2.0    333.0    4.0    226.0    51.0    315.4    4.0    200.8    128.0    17.6  
 1.0    7.0    12.0    1.0    2.0    0.0    327.0    337.2    4.0    114.0    137.2    2.0    240.0    3.0    57.0    1.0    327.0    4.0    114.0    240.0    337.2    4.0    137.2    57.0    10.2  
 3.0    7.0    12.0    0.0    2.0    1.0    221.0    201.1    3.0    323.0    294.7    4.0    25.0    1.0    125.0    2.0    25.0    1.0    221.0    323.0    125.0    2.0    201.1    294.7    100.0  
 3.0    7.0    12.0    0.0    2.0    0.0    23.0    38.5    1.0    203.0    223.5    3.0    313.0    4.0    119.0    2.0    313.0    4.0    23.0    203.0    119.0    2.0    38.5    223.5    166.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    56.0    42.4    1.0    232.0    203.4    3.0    143.0    2.0    323.0    4.0    56.0    1.0    232.0    143.0    42.4    1.0    203.4    323.0    13.6  
 3.0    7.0    5.0    0.0    1.0    1.0    49.0    29.2    1.0    148.0    125.8    2.0    230.0    3.0    330.0    4.0    230.0    3.0    49.0    148.0    330.0    4.0    29.2    125.8    100.0  
 1.0    7.0    5.0    1.0    1.0    1.0    117.0    130.7    2.0    304.0    324.1    4.0    35.0    1.0    233.0    3.0    117.0    2.0    304.0    35.0    130.7    2.0    324.1    233.0    13.7  
 3.0    7.0    12.0    0.0    2.0    0.0    230.0    245.3    3.0    297.0    323.6    4.0    145.0    2.0    32.0    1.0    145.0    2.0    230.0    297.0    32.0    1.0    245.3    323.6    113.0  
 1.0    7.0    12.0    1.0    2.0    1.0    36.0    51.5    1.0    215.0    242.2    3.0    303.0    4.0    129.0    2.0    36.0    1.0    215.0    303.0    51.5    1.0    242.2    129.0    15.5  
 3.0    7.0    12.0    0.0    2.0    0.0    68.0    52.2    1.0    139.0    112.6    2.0    244.0    3.0    320.0    4.0    244.0    3.0    68.0    139.0    320.0    4.0    52.2    112.6    76.0  
 1.0    7.0    5.0    1.0    1.0    0.0    213.0    226.4    3.0    296.0    317.7    4.0    27.0    1.0    158.0    2.0    213.0    3.0    296.0    27.0    226.4    3.0    317.7    158.0    13.4  
 1.0    7.0    12.0    -1.0    2.0    0.0    240.0    224.7    3.0    150.0    125.8    2.0    320.0    4.0    37.0    1.0    240.0    3.0    150.0    320.0    224.7    3.0    125.8    37.0    15.3  
 1.0    7.0    5.0    -1.0    1.0    0.0    225.0    206.0    3.0    318.0    294.6    4.0    37.0    1.0    150.0    2.0    225.0    3.0    318.0    37.0    206.0    3.0    294.6    150.0    19.0  
 3.0    7.0    12.0    0.0    2.0    1.0    119.0    134.6    2.0    315.0    339.8    4.0    234.0    3.0    20.0    1.0    234.0    3.0    119.0    315.0    20.0    1.0    134.6    339.8    146.0  
 3.0    7.0    12.0    0.0    2.0    0.0    120.0    138.7    2.0    40.0    69.8    1.0    299.0    4.0    234.0    3.0    299.0    4.0    120.0    40.0    234.0    3.0    138.7    69.8    65.0  
 1.0    7.0    12.0    1.0    2.0    1.0    320.0    337.7    4.0    129.0    158.0    2.0    201.0    3.0    27.0    1.0    320.0    4.0    129.0    201.0    337.7    4.0    158.0    27.0    17.7  
 3.0    7.0    5.0    0.0    1.0    1.0    306.0    325.4    4.0    212.0    235.4    3.0    23.0    1.0    137.0    2.0    23.0    1.0    306.0    212.0    137.0    2.0    325.4    235.4    114.0  
 3.0    7.0    12.0    0.0    2.0    0.0    339.0    319.2    4.0    56.0    29.0    1.0    201.0    3.0    156.0    2.0    201.0    3.0    339.0    56.0    156.0    2.0    319.2    29.0    45.0  
 1.0    7.0    5.0    1.0    1.0    1.0    205.0    221.6    3.0    310.0    338.8    4.0    56.0    1.0    116.0    2.0    205.0    3.0    310.0    56.0    221.6    3.0    338.8    116.0    16.6  
 3.0    7.0    5.0    0.0    1.0    0.0    48.0    35.4    1.0    230.0    201.9    3.0    121.0    2.0    323.0    4.0    121.0    2.0    48.0    230.0    323.0    4.0    35.4    201.9    158.0  
 1.0    7.0    5.0    -1.0    1.0    1.0    65.0    54.5    1.0    246.0    225.6    3.0    123.0    2.0    314.0    4.0    65.0    1.0    246.0    123.0    54.5    1.0    225.6    314.0    10.5  
 1.0    7.0    5.0    -1.0    1.0    0.0    326.0    307.3    4.0    46.0    20.1    1.0    127.0    2.0    226.0    3.0    326.0    4.0    46.0    127.0    307.3    4.0    20.1    226.0    18.7  
