 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    5.0    0.0    1.0    0.0    229.0    213.0    3.0    55.0    28.9    1.0    330.0    4.0    144.0    2.0    330.0    4.0    229.0    55.0    144.0    2.0    213.0    28.9    174.0  
 3.0    7.0    5.0    0.0    1.0    0.0    117.0    136.4    2.0    298.0    319.9    4.0    62.0    1.0    220.0    3.0    62.0    1.0    117.0    298.0    220.0    3.0    136.4    319.9    158.0  
 3.0    7.0    5.0    0.0    1.0    0.0    145.0    159.3    2.0    36.0    63.7    1.0    238.0    3.0    297.0    4.0    238.0    3.0    145.0    36.0    297.0    4.0    159.3    63.7    59.0  
 1.0    7.0    12.0    1.0    2.0    1.0    131.0    148.5    2.0    210.0    231.2    3.0    301.0    4.0    21.0    1.0    131.0    2.0    210.0    301.0    148.5    2.0    231.2    21.0    17.5  
 1.0    7.0    12.0    -1.0    2.0    1.0    237.0    225.5    3.0    56.0    34.3    1.0    154.0    2.0    312.0    4.0    237.0    3.0    56.0    154.0    225.5    3.0    34.3    312.0    11.5  
 3.0    7.0    5.0    0.0    1.0    0.0    310.0    296.6    4.0    41.0    20.8    1.0    154.0    2.0    232.0    3.0    154.0    2.0    310.0    41.0    232.0    3.0    296.6    20.8    78.0  
 1.0    7.0    5.0    1.0    1.0    0.0    217.0    229.3    3.0    127.0    151.0    2.0    291.0    4.0    40.0    1.0    217.0    3.0    127.0    291.0    229.3    3.0    151.0    40.0    12.3  
 1.0    7.0    12.0    -1.0    2.0    0.0    54.0    35.4    1.0    139.0    118.2    2.0    295.0    4.0    213.0    3.0    54.0    1.0    139.0    295.0    35.4    1.0    118.2    213.0    18.6  
 3.0    7.0    12.0    0.0    2.0    0.0    56.0    36.8    1.0    338.0    310.0    4.0    232.0    3.0    151.0    2.0    232.0    3.0    56.0    338.0    151.0    2.0    36.8    310.0    81.0  
 1.0    7.0    12.0    1.0    2.0    1.0    296.0    312.3    4.0    218.0    243.6    3.0    147.0    2.0    68.0    1.0    296.0    4.0    218.0    147.0    312.3    4.0    243.6    68.0    16.3  
 1.0    7.0    5.0    -1.0    1.0    1.0    142.0    129.7    2.0    51.0    30.0    1.0    211.0    3.0    315.0    4.0    142.0    2.0    51.0    211.0    129.7    2.0    30.0    315.0    12.3  
 1.0    7.0    5.0    1.0    1.0    1.0    47.0    59.3    1.0    206.0    228.9    3.0    140.0    2.0    298.0    4.0    47.0    1.0    206.0    140.0    59.3    1.0    228.9    298.0    12.3  
 1.0    7.0    12.0    -1.0    2.0    0.0    325.0    306.7    4.0    239.0    217.2    3.0    56.0    1.0    159.0    2.0    325.0    4.0    239.0    56.0    306.7    4.0    217.2    159.0    18.3  
 3.0    7.0    12.0    0.0    2.0    0.0    324.0    335.9    4.0    118.0    147.0    2.0    233.0    3.0    63.0    1.0    233.0    3.0    324.0    118.0    63.0    1.0    335.9    147.0    170.0  
 1.0    7.0    12.0    1.0    2.0    1.0    222.0    237.9    3.0    113.0    133.2    2.0    326.0    4.0    35.0    1.0    222.0    3.0    113.0    326.0    237.9    3.0    133.2    35.0    15.9  
 1.0    7.0    5.0    -1.0    1.0    1.0    316.0    303.3    4.0    158.0    130.3    2.0    44.0    1.0    241.0    3.0    316.0    4.0    158.0    44.0    303.3    4.0    130.3    241.0    12.7  
 1.0    7.0    5.0    -1.0    1.0    0.0    153.0    134.4    2.0    237.0    207.2    3.0    44.0    1.0    303.0    4.0    153.0    2.0    237.0    44.0    134.4    2.0    207.2    303.0    18.6  
 3.0    7.0    12.0    0.0    2.0    0.0    142.0    157.5    2.0    312.0    338.0    4.0    233.0    3.0    56.0    1.0    233.0    3.0    142.0    312.0    56.0    1.0    157.5    338.0    177.0  
 3.0    7.0    5.0    0.0    1.0    0.0    42.0    52.5    1.0    131.0    154.4    2.0    334.0    4.0    237.0    3.0    334.0    4.0    42.0    131.0    237.0    3.0    52.5    154.4    97.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    49.0    35.7    1.0    319.0    297.8    4.0    244.0    3.0    132.0    2.0    49.0    1.0    319.0    244.0    35.7    1.0    297.8    132.0    13.3  
 3.0    7.0    5.0    0.0    1.0    1.0    158.0    141.7    2.0    44.0    21.6    1.0    323.0    4.0    212.0    3.0    323.0    4.0    158.0    44.0    212.0    3.0    141.7    21.6    111.0  
 3.0    7.0    12.0    0.0    2.0    0.0    121.0    132.1    2.0    296.0    319.2    4.0    60.0    1.0    215.0    3.0    60.0    1.0    121.0    296.0    215.0    3.0    132.1    319.2    155.0  
 3.0    7.0    5.0    0.0    1.0    0.0    324.0    308.6    4.0    222.0    201.4    3.0    34.0    1.0    129.0    2.0    34.0    1.0    324.0    222.0    129.0    2.0    308.6    201.4    95.0  
