 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    12.0    0.0    2.0    0.0    295.0    312.5    4.0    218.0    246.0    3.0    40.0    1.0    151.0    2.0    40.0    1.0    295.0    218.0    151.0    2.0    312.5    246.0    111.0  
 3.0    7.0    12.0    0.0    2.0    0.0    323.0    309.9    4.0    61.0    32.1    1.0    225.0    3.0    116.0    2.0    225.0    3.0    323.0    61.0    116.0    2.0    309.9    32.1    109.0  
 3.0    7.0    12.0    0.0    2.0    0.0    43.0    53.9    1.0    305.0    327.7    4.0    154.0    2.0    222.0    3.0    154.0    2.0    43.0    305.0    222.0    3.0    53.9    327.7    68.0  
 3.0    7.0    12.0    0.0    2.0    0.0    21.0    36.1    1.0    216.0    243.9    3.0    320.0    4.0    111.0    2.0    320.0    4.0    21.0    216.0    111.0    2.0    36.1    243.9    151.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    148.0    130.8    2.0    324.0    300.6    4.0    24.0    1.0    241.0    3.0    148.0    2.0    324.0    24.0    130.8    2.0    300.6    241.0    17.2  
 1.0    7.0    12.0    -1.0    2.0    0.0    68.0    54.9    1.0    150.0    124.5    2.0    312.0    4.0    214.0    3.0    68.0    1.0    150.0    312.0    54.9    1.0    124.5    214.0    13.1  
 3.0    7.0    5.0    0.0    1.0    0.0    51.0    33.8    1.0    331.0    304.8    4.0    249.0    3.0    158.0    2.0    249.0    3.0    51.0    331.0    158.0    2.0    33.8    304.8    91.0  
 1.0    7.0    12.0    1.0    2.0    0.0    113.0    123.7    2.0    213.0    241.2    3.0    304.0    4.0    41.0    1.0    113.0    2.0    213.0    304.0    123.7    2.0    241.2    41.0    10.7  
 3.0    7.0    5.0    0.0    1.0    0.0    314.0    325.9    4.0    114.0    142.7    2.0    32.0    1.0    236.0    3.0    32.0    1.0    314.0    114.0    236.0    3.0    325.9    142.7    156.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    303.0    291.6    4.0    50.0    29.0    1.0    117.0    2.0    225.0    3.0    303.0    4.0    50.0    117.0    291.6    4.0    29.0    225.0    11.4  
 3.0    7.0    5.0    0.0    1.0    1.0    121.0    110.9    2.0    339.0    315.4    4.0    222.0    3.0    62.0    1.0    222.0    3.0    121.0    339.0    62.0    1.0    110.9    315.4    160.0  
 1.0    7.0    12.0    1.0    2.0    1.0    205.0    215.3    3.0    22.0    42.1    1.0    331.0    4.0    147.0    2.0    205.0    3.0    22.0    331.0    215.3    3.0    42.1    147.0    10.3  
 3.0    7.0    12.0    0.0    2.0    0.0    39.0    28.0    1.0    332.0    306.2    4.0    144.0    2.0    249.0    3.0    144.0    2.0    39.0    332.0    249.0    3.0    28.0    306.2    105.0  
 1.0    7.0    12.0    1.0    2.0    1.0    232.0    244.1    3.0    299.0    327.4    4.0    125.0    2.0    43.0    1.0    232.0    3.0    299.0    125.0    244.1    3.0    327.4    43.0    12.1  
 3.0    7.0    5.0    0.0    1.0    1.0    60.0    48.0    1.0    328.0    300.5    4.0    135.0    2.0    230.0    3.0    135.0    2.0    60.0    328.0    230.0    3.0    48.0    300.5    95.0  
 1.0    7.0    12.0    1.0    2.0    0.0    307.0    320.4    4.0    47.0    68.4    1.0    213.0    3.0    110.0    2.0    307.0    4.0    47.0    213.0    320.4    4.0    68.4    110.0    13.4  
 3.0    7.0    5.0    0.0    1.0    1.0    154.0    135.8    2.0    50.0    27.6    1.0    240.0    3.0    312.0    4.0    240.0    3.0    154.0    50.0    312.0    4.0    135.8    27.6    72.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    231.0    214.6    3.0    46.0    22.6    1.0    111.0    2.0    316.0    4.0    231.0    3.0    46.0    111.0    214.6    3.0    22.6    316.0    16.4  
 3.0    7.0    12.0    0.0    2.0    1.0    203.0    215.6    3.0    21.0    49.1    1.0    155.0    2.0    308.0    4.0    155.0    2.0    203.0    21.0    308.0    4.0    215.6    49.1    153.0  
 3.0    7.0    5.0    0.0    1.0    1.0    130.0    119.3    2.0    325.0    296.6    4.0    243.0    3.0    22.0    1.0    243.0    3.0    130.0    325.0    22.0    1.0    119.3    296.6    139.0  
 3.0    7.0    12.0    0.0    2.0    0.0    249.0    234.1    3.0    322.0    296.3    4.0    120.0    2.0    63.0    1.0    120.0    2.0    249.0    322.0    63.0    1.0    234.1    296.3    57.0  
 3.0    7.0    5.0    0.0    1.0    1.0    54.0    36.2    1.0    247.0    223.0    3.0    293.0    4.0    129.0    2.0    293.0    4.0    54.0    247.0    129.0    2.0    36.2    223.0    164.0  
 1.0    7.0    5.0    1.0    1.0    1.0    221.0    238.8    3.0    311.0    332.7    4.0    28.0    1.0    158.0    2.0    221.0    3.0    311.0    28.0    238.8    3.0    332.7    158.0    17.8  
