 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 1.0    7.0    5.0    1.0    1.0    0.0    303.0    314.1    4.0    118.0    147.5    2.0    201.0    3.0    28.0    1.0    303.0    4.0    118.0    201.0    314.1    4.0    147.5    28.0    11.1  
 1.0    7.0    12.0    -1.0    2.0    0.0    67.0    54.5    1.0    149.0    127.0    2.0    305.0    4.0    232.0    3.0    67.0    1.0    149.0    305.0    54.5    1.0    127.0    232.0    12.5  
 1.0    7.0    12.0    1.0    2.0    1.0    132.0    151.5    2.0    32.0    59.5    1.0    240.0    3.0    290.0    4.0    132.0    2.0    32.0    240.0    151.5    2.0    59.5    290.0    19.5  
 1.0    7.0    5.0    -1.0    1.0    0.0    142.0    125.8    2.0    230.0    208.9    3.0    330.0    4.0    56.0    1.0    142.0    2.0    230.0    330.0    125.8    2.0    208.9    56.0    16.2  
 3.0    7.0    5.0    0.0    1.0    1.0    247.0    229.2    3.0    57.0    29.2    1.0    334.0    4.0    134.0    2.0    334.0    4.0    247.0    57.0    134.0    2.0    229.2    29.2    160.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    328.0    316.1    4.0    236.0    208.4    3.0    140.0    2.0    37.0    1.0    328.0    4.0    236.0    140.0    316.1    4.0    208.4    37.0    11.9  
 3.0    7.0    5.0    0.0    1.0    1.0    37.0    20.5    1.0    149.0    127.7    2.0    221.0    3.0    299.0    4.0    221.0    3.0    37.0    149.0    299.0    4.0    20.5    127.7    78.0  
 3.0    7.0    5.0    0.0    1.0    1.0    337.0    321.7    4.0    140.0    112.7    2.0    209.0    3.0    45.0    1.0    209.0    3.0    337.0    140.0    45.0    1.0    321.7    112.7    164.0  
 1.0    7.0    12.0    1.0    2.0    1.0    311.0    325.0    4.0    133.0    155.9    2.0    48.0    1.0    243.0    3.0    311.0    4.0    133.0    48.0    325.0    4.0    155.9    243.0    14.0  
 3.0    7.0    12.0    0.0    2.0    0.0    35.0    21.7    1.0    231.0    203.0    3.0    334.0    4.0    131.0    2.0    334.0    4.0    35.0    231.0    131.0    2.0    21.7    203.0    157.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    326.0    307.0    4.0    233.0    204.5    3.0    50.0    1.0    136.0    2.0    326.0    4.0    233.0    50.0    307.0    4.0    204.5    136.0    19.0  
 3.0    7.0    5.0    0.0    1.0    0.0    38.0    55.1    1.0    290.0    312.5    4.0    149.0    2.0    248.0    3.0    149.0    2.0    38.0    290.0    248.0    3.0    55.1    312.5    99.0  
 1.0    7.0    12.0    1.0    2.0    0.0    56.0    66.5    1.0    131.0    154.3    2.0    319.0    4.0    215.0    3.0    56.0    1.0    131.0    319.0    66.5    1.0    154.3    215.0    10.5  
 3.0    7.0    12.0    0.0    2.0    0.0    120.0    135.0    2.0    33.0    59.4    1.0    209.0    3.0    293.0    4.0    209.0    3.0    120.0    33.0    293.0    4.0    135.0    59.4    84.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    46.0    33.3    1.0    327.0    301.3    4.0    124.0    2.0    224.0    3.0    46.0    1.0    327.0    124.0    33.3    1.0    301.3    224.0    12.7  
 1.0    7.0    12.0    -1.0    2.0    0.0    243.0    232.9    3.0    68.0    47.2    1.0    321.0    4.0    125.0    2.0    243.0    3.0    68.0    321.0    232.9    3.0    47.2    125.0    10.1  
 1.0    7.0    5.0    -1.0    1.0    0.0    125.0    110.7    2.0    317.0    293.4    4.0    63.0    1.0    242.0    3.0    125.0    2.0    317.0    63.0    110.7    2.0    293.4    242.0    14.3  
 3.0    7.0    12.0    0.0    2.0    1.0    221.0    209.2    3.0    66.0    36.1    1.0    135.0    2.0    322.0    4.0    135.0    2.0    221.0    66.0    322.0    4.0    209.2    36.1    173.0  
 3.0    7.0    12.0    0.0    2.0    0.0    238.0    248.5    3.0    127.0    156.7    2.0    316.0    4.0    24.0    1.0    316.0    4.0    238.0    127.0    24.0    1.0    248.5    156.7    68.0  
 3.0    7.0    5.0    0.0    1.0    1.0    124.0    142.4    2.0    301.0    327.7    4.0    243.0    3.0    40.0    1.0    243.0    3.0    124.0    301.0    40.0    1.0    142.4    327.7    157.0  
 1.0    7.0    5.0    1.0    1.0    1.0    31.0    46.9    1.0    133.0    156.0    2.0    294.0    4.0    248.0    3.0    31.0    1.0    133.0    294.0    46.9    1.0    156.0    248.0    15.9  
 1.0    7.0    12.0    -1.0    2.0    1.0    323.0    304.8    4.0    64.0    40.3    1.0    123.0    2.0    216.0    3.0    323.0    4.0    64.0    123.0    304.8    4.0    40.3    216.0    18.2  
 1.0    7.0    5.0    -1.0    1.0    0.0    249.0    231.9    3.0    334.0    305.0    4.0    132.0    2.0    32.0    1.0    249.0    3.0    334.0    132.0    231.9    3.0    305.0    32.0    17.1  
