 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    12.0    0.0    2.0    1.0    144.0    128.6    2.0    59.0    34.2    1.0    316.0    4.0    247.0    3.0    316.0    4.0    144.0    59.0    247.0    3.0    128.6    34.2    69.0  
 1.0    7.0    12.0    1.0    2.0    1.0    213.0    229.6    3.0    126.0    150.8    2.0    294.0    4.0    66.0    1.0    213.0    3.0    126.0    294.0    229.6    3.0    150.8    66.0    16.6  
 1.0    7.0    5.0    -1.0    1.0    0.0    245.0    232.7    3.0    323.0    299.4    4.0    31.0    1.0    123.0    2.0    245.0    3.0    323.0    31.0    232.7    3.0    299.4    123.0    12.3  
 3.0    7.0    12.0    0.0    2.0    1.0    121.0    138.5    2.0    31.0    56.8    1.0    316.0    4.0    208.0    3.0    316.0    4.0    121.0    31.0    208.0    3.0    138.5    56.8    108.0  
 1.0    7.0    5.0    1.0    1.0    1.0    212.0    223.0    3.0    110.0    131.7    2.0    334.0    4.0    20.0    1.0    212.0    3.0    110.0    334.0    223.0    3.0    131.7    20.0    11.0  
 3.0    7.0    5.0    0.0    1.0    1.0    46.0    57.3    1.0    215.0    241.4    3.0    119.0    2.0    330.0    4.0    119.0    2.0    46.0    215.0    330.0    4.0    57.3    241.4    149.0  
 3.0    7.0    12.0    0.0    2.0    0.0    59.0    47.9    1.0    150.0    127.7    2.0    203.0    3.0    315.0    4.0    203.0    3.0    59.0    150.0    315.0    4.0    47.9    127.7    112.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    317.0    302.4    4.0    147.0    120.5    2.0    208.0    3.0    45.0    1.0    317.0    4.0    147.0    208.0    302.4    4.0    120.5    45.0    14.6  
 3.0    7.0    5.0    0.0    1.0    1.0    118.0    131.2    2.0    223.0    247.4    3.0    55.0    1.0    305.0    4.0    55.0    1.0    118.0    223.0    305.0    4.0    131.2    247.4    110.0  
 3.0    7.0    12.0    0.0    2.0    1.0    132.0    151.1    2.0    202.0    222.3    3.0    42.0    1.0    329.0    4.0    42.0    1.0    132.0    202.0    329.0    4.0    151.1    222.3    73.0  
 3.0    7.0    5.0    0.0    1.0    0.0    113.0    132.6    2.0    41.0    68.4    1.0    301.0    4.0    211.0    3.0    301.0    4.0    113.0    41.0    211.0    3.0    132.6    68.4    90.0  
 1.0    7.0    5.0    1.0    1.0    1.0    40.0    51.6    1.0    201.0    230.1    3.0    146.0    2.0    309.0    4.0    40.0    1.0    201.0    146.0    51.6    1.0    230.1    309.0    11.6  
 1.0    7.0    12.0    1.0    2.0    0.0    228.0    245.0    3.0    132.0    153.2    2.0    61.0    1.0    290.0    4.0    228.0    3.0    132.0    61.0    245.0    3.0    153.2    290.0    17.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    143.0    130.4    2.0    69.0    39.4    1.0    315.0    4.0    240.0    3.0    143.0    2.0    69.0    315.0    130.4    2.0    39.4    240.0    12.6  
 3.0    7.0    12.0    0.0    2.0    1.0    144.0    159.6    2.0    214.0    236.3    3.0    325.0    4.0    63.0    1.0    325.0    4.0    144.0    214.0    63.0    1.0    159.6    236.3    98.0  
 1.0    7.0    12.0    1.0    2.0    0.0    134.0    146.1    2.0    205.0    228.3    3.0    65.0    1.0    294.0    4.0    134.0    2.0    205.0    65.0    146.1    2.0    228.3    294.0    12.1  
 1.0    7.0    12.0    -1.0    2.0    0.0    232.0    215.9    3.0    66.0    46.0    1.0    132.0    2.0    303.0    4.0    232.0    3.0    66.0    132.0    215.9    3.0    46.0    303.0    16.1  
 3.0    7.0    12.0    0.0    2.0    1.0    62.0    46.7    1.0    315.0    292.5    4.0    114.0    2.0    225.0    3.0    114.0    2.0    62.0    315.0    225.0    3.0    46.7    292.5    111.0  
 3.0    7.0    5.0    0.0    1.0    1.0    119.0    136.4    2.0    36.0    60.8    1.0    326.0    4.0    216.0    3.0    326.0    4.0    119.0    36.0    216.0    3.0    136.4    60.8    110.0  
 3.0    7.0    12.0    0.0    2.0    0.0    145.0    134.5    2.0    47.0    26.5    1.0    222.0    3.0    316.0    4.0    222.0    3.0    145.0    47.0    316.0    4.0    134.5    26.5    94.0  
 1.0    7.0    12.0    1.0    2.0    0.0    116.0    130.8    2.0    213.0    239.2    3.0    38.0    1.0    329.0    4.0    116.0    2.0    213.0    38.0    130.8    2.0    239.2    329.0    14.8  
 3.0    7.0    12.0    0.0    2.0    1.0    132.0    117.2    2.0    51.0    21.5    1.0    298.0    4.0    229.0    3.0    298.0    4.0    132.0    51.0    229.0    3.0    117.2    21.5    69.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    214.0    202.2    3.0    333.0    313.0    4.0    65.0    1.0    139.0    2.0    214.0    3.0    333.0    65.0    202.2    3.0    313.0    139.0    11.8  
