 type    delay1    delay2    orientation    order    axis_response    A_DC    A_DC_dist    Q_DC    A_DF    A_DF_dist    Q_DF    A_DVF    Q_DVF    A_DVF_dist    Q_DVF_dist    A_T    Q_T    A_NT1    A_NT2    A_dist    Q_dist    A_NT1_dist    A_NT2_dist    distance_t_dist  
 3.0    7.0    12.0    0.0    2.0    1.0    148.0    136.8    2.0    320.0    297.6    4.0    242.0    3.0    47.0    1.0    242.0    3.0    148.0    320.0    47.0    1.0    136.8    297.6    165.0  
 3.0    7.0    12.0    0.0    2.0    0.0    131.0    117.4    2.0    222.0    201.8    3.0    320.0    4.0    31.0    1.0    320.0    4.0    131.0    222.0    31.0    1.0    117.4    201.8    71.0  
 3.0    7.0    5.0    0.0    1.0    1.0    132.0    147.2    2.0    305.0    325.0    4.0    209.0    3.0    41.0    1.0    209.0    3.0    132.0    305.0    41.0    1.0    147.2    325.0    168.0  
 3.0    7.0    12.0    0.0    2.0    1.0    134.0    117.6    2.0    59.0    33.9    1.0    302.0    4.0    241.0    3.0    302.0    4.0    134.0    59.0    241.0    3.0    117.6    33.9    61.0  
 1.0    7.0    12.0    -1.0    2.0    0.0    66.0    52.1    1.0    159.0    134.4    2.0    217.0    3.0    322.0    4.0    66.0    1.0    159.0    217.0    52.1    1.0    134.4    322.0    13.9  
 3.0    7.0    5.0    0.0    1.0    1.0    60.0    48.2    1.0    159.0    136.6    2.0    322.0    4.0    239.0    3.0    322.0    4.0    60.0    159.0    239.0    3.0    48.2    136.6    83.0  
 1.0    7.0    12.0    -1.0    2.0    1.0    226.0    209.8    3.0    156.0    127.4    2.0    331.0    4.0    22.0    1.0    226.0    3.0    156.0    331.0    209.8    3.0    127.4    22.0    16.2  
 1.0    7.0    5.0    1.0    1.0    1.0    298.0    313.3    4.0    117.0    145.5    2.0    203.0    3.0    56.0    1.0    298.0    4.0    117.0    203.0    313.3    4.0    145.5    56.0    15.3  
 3.0    7.0    12.0    0.0    2.0    1.0    293.0    309.4    4.0    131.0    151.1    2.0    49.0    1.0    233.0    3.0    49.0    1.0    293.0    131.0    233.0    3.0    309.4    151.1    176.0  
 1.0    7.0    5.0    -1.0    1.0    0.0    143.0    124.3    2.0    228.0    201.2    3.0    315.0    4.0    38.0    1.0    143.0    2.0    228.0    315.0    124.3    2.0    201.2    38.0    18.7  
 1.0    7.0    12.0    -1.0    2.0    0.0    130.0    117.1    2.0    61.0    32.0    1.0    299.0    4.0    233.0    3.0    130.0    2.0    61.0    299.0    117.1    2.0    32.0    233.0    12.9  
 3.0    7.0    5.0    0.0    1.0    0.0    124.0    111.8    2.0    315.0    291.9    4.0    212.0    3.0    52.0    1.0    212.0    3.0    124.0    315.0    52.0    1.0    111.8    291.9    160.0  
